Selected,Zip,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,Default
0,93730,84,1,1,0,1,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,90716,84,2,1,0,2,0,1,100000,0,100000,50000,0,0,0.5,0,2520,0
0,95690,60,1,2,0,1,0,1,23000,0,23000,11500,1,0,0.5,0,1800,1
0,95148,279,12,1,0,12,1,1,441000,0,441000,330750,0,1,0.75,0,8370,1
0,90503,60,10,1,2,10,1,1,110000,0,100000,50000,0,0,0.5,0,1800,1
1,93449,36,1,2,0,1,0,2,109368,0,50000,25000,1,0,0.5,0,1080,0
0,95337,240,5,1,10,0,1,1,344000,0,344000,344000,0,1,1,0,7200,0
0,93535,56,1,1,0,1,0,1,10000,0,10000,5000,0,0,0.5,0,1680,1
0,91343,62,1,1,0,1,0,1,34200,0,24000,12000,0,0,0.5,0,1860,1
0,92109,61,15,1,0,15,0,1,162394,0,100000,50000,0,0,0.5,0,1830,1
1,94531,240,1,2,15,0,89658,1,547000,0,547000,547000,1,1,1,0,7200,0
1,92591,47,10,1,0,10,0,1,150000,0,85000,42500,0,0,0.5,0,1410,1
0,95062,9,1,1,4,1,0,1,100000,0,100000,50000,0,0,0.5,0,270,1
0,95131,84,2,1,2,4,0,1,48204,0,48000,24000,0,0,0.5,0,2520,0
0,92107,70,2,1,0,2,0,1,44581,0,30000,15000,0,0,0.5,0,2100,1
0,95132,84,1,1,0,1,0,1,16000,0,16000,8000,0,0,0.5,0,2520,0
0,90010,72,8,2,5,13,0,1,309056,0,150000,75000,1,0,0.5,0,2160,0
0,92867,84,3,1,1,4,0,1,43922,0,25000,12500,0,0,0.5,0,2520,0
0,95110,84,3,1,0,3,0,1,78180,0,20000,10000,0,0,0.5,0,2520,0
0,94533,68,4,2,2,6,0,1,33528,0,30000,15000,1,0,0.5,0,2040,1
0,90242,84,11,1,0,11,1,1,15000,0,15000,7500,0,0,0.5,0,2520,0
1,90808,66,3,1,2,3,0,1,75000,0,75000,37500,0,0,0.5,0,1980,1
1,92562,259,2,1,2,2,1,1,502530,0,521538,391153,0,1,0.749999041,0,7770,1
1,92009,44,1,1,0,1,0,1,132480,0,29600,14800,0,0,0.5,0,1320,1
0,95204,65,1,1,0,1,0,1,15000,0,15000,12750,0,0,0.85,0,1950,1
1,92870,55,5,1,2,5,0,1,50000,0,50000,25000,0,0,0.5,0,1650,1
1,95201,84,21,2,0,0,1,0,100000,0,100000,80000,1,0,0.8,0,2520,0
0,91016,45,6,1,0,6,0,1,121612,0,50000,25000,0,0,0.5,0,1350,1
0,92626,240,2,1,1,2,1,1,150000,0,150000,150000,0,1,1,0,7200,0
1,93221,84,1,1,0,1,0,1,15000,0,15000,7500,0,0,0.5,0,2520,0
1,95070,240,100,2,50,0,1,1,785000,0,785000,785000,1,1,1,0,7200,0
0,90066,84,6,1,0,0,1,0,27000,0,27000,13500,0,0,0.5,0,2520,0
1,91405,120,20,1,0,0,1,0,1000000,0,1000000,750000,0,0,0.75,1,3600,0
0,95816,84,1,2,0,1,0,1,13000,0,10000,5000,1,0,0.5,0,2520,0
1,95959,84,1,1,0,1,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,95695,84,1,1,0,1,0,1,62758,0,33000,16500,0,0,0.5,0,2520,0
1,92505,99,1,2,1,1,1,1,60000,0,60000,30000,1,0,0.5,0,2970,1
1,92086,35,3,1,0,3,1,2,62933,0,30000,15000,0,0,0.5,1,1050,1
0,92627,69,2,2,6,8,0,1,5000,0,5000,4250,1,0,0.85,0,2070,1
0,96080,56,1,2,2,1,0,1,20000,0,20000,10000,1,0,0.5,0,1680,1
1,92886,84,1,1,0,1,0,1,68571,0,30000,15000,0,0,0.5,0,2520,0
1,95132,120,2,2,2,2,1,1,105000,0,105000,89250,1,0,0.85,0,3600,0
0,92882,57,1,1,2,3,1,1,48948,0,25000,12500,0,0,0.5,0,1710,1
0,92882,35,1,1,2,3,1,1,11688,0,5000,2500,0,0,0.5,0,1050,1
0,92359,84,1,1,3,1,1,1,10000,0,10000,5000,0,0,0.5,0,2520,0
0,92701,52,2,2,2,4,0,1,50192,0,20000,10000,1,0,0.5,0,1560,1
1,94513,240,7,1,12,1,1,1,475000,0,475000,475000,0,1,1,0,7200,0
1,95377,84,1,1,0,1,0,1,15000,0,15000,7500,0,0,0.5,0,2520,0
1,95131,84,3,1,0,3,0,1,232760,0,50000,25000,0,0,0.5,0,2520,0
0,91344,60,4,1,0,4,0,1,70000,0,70000,59500,0,0,0.85,0,1800,0
0,94587,84,3,1,2,3,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,93529,120,7,1,0,0,1,0,360000,0,360000,270000,0,0,0.75,1,3600,0
0,95138,220,23,1,0,23,0,1,791000,0,791000,593250,0,0,0.75,0,6600,1
1,90045,55,1,1,0,1,1,2,58725,0,30000,15000,0,0,0.5,0,1650,1
1,92264,67,1,1,1,1,0,1,35000,0,35000,17500,0,0,0.5,0,2010,1
0,94123,90,2,1,4,2,0,1,50000,0,50000,25000,0,0,0.5,0,2700,0
1,95131,84,1,2,0,1,0,1,25000,0,25000,12500,1,0,0.5,0,2520,0
0,94110,84,5,1,0,0,1,0,60000,0,60000,48000,0,0,0.8,0,2520,0
0,92127,33,1,1,0,1,0,1,62500,0,35000,17500,0,0,0.5,0,990,1
0,94087,84,1,1,0,1,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
0,92116,58,2,1,0,2,0,1,35000,0,35000,17500,0,0,0.5,0,1740,1
1,91914,275,2,2,0,2,1,1,590600,0,590600,442950,1,1,0.75,0,8250,1
1,94550,84,5,1,0,5,0,1,264888,0,100000,50000,0,0,0.5,0,2520,0
0,92101,52,1,1,1,2,0,1,40212,0,20000,10000,0,0,0.5,0,1560,1
0,95624,259,2,1,0,2,1,1,531700,0,531700,398775,0,1,0.75,0,7770,1
1,93101,39,4,1,0,4,0,1,52000,0,35000,17500,0,0,0.5,0,1170,1
1,94514,42,4,1,0,4,0,1,45818,0,10000,5000,0,0,0.5,0,1260,1
0,94954,58,2,1,0,2,1,2,67146,0,25000,12500,0,0,0.5,0,1740,1
1,93010,57,6,2,0,6,0,1,74900,0,50000,25000,1,0,0.5,0,1710,1
1,94404,84,1,2,2,3,0,1,102653,0,33000,16500,1,0,0.5,0,2520,0
1,90706,120,1,1,0,0,69560,0,50000,0,50000,40000,0,0,0.8,1,3600,0
1,90094,84,1,1,1,1,1,1,109300,0,50000,25000,0,0,0.5,0,2520,0
0,90660,49,1,2,0,1,0,1,11850,0,5000,2500,1,0,0.5,0,1470,1
1,90651,57,2,2,0,2,0,1,19500,0,10000,5000,1,0,0.5,0,1710,1
0,90245,30,2,2,0,2,0,1,88080,0,50000,25000,1,0,0.5,1,900,1
0,92879,84,1,2,0,1,0,1,36379,0,20000,10000,1,0,0.5,0,2520,0
1,93933,84,5,1,0,0,1,0,60000,0,60000,48000,0,0,0.8,0,2520,0
1,93711,12,1,2,1,1,0,1,250000,0,250000,187500,1,0,0.75,1,360,0
1,90717,98,20,1,0,0,1,0,100000,0,100000,80000,0,0,0.8,0,2940,0
1,95691,60,1,2,1,2,0,1,32100,0,32100,16050,1,0,0.5,0,1800,0
1,90010,52,8,1,0,8,0,1,159432,0,100000,50000,0,0,0.5,0,1560,1
1,92867,57,10,1,5,10,1,1,150000,0,150000,127500,0,0,0.85,0,1710,1
0,94531,58,4,1,0,4,1,2,63864,0,30000,15000,0,0,0.5,0,1740,1
1,95831,22,1,1,0,1,0,1,85682,0,29000,14500,0,0,0.5,1,660,1
1,93232,60,4,1,0,0,1,0,29000,0,29000,14500,0,0,0.5,0,1800,0
1,91040,26,1,1,1,2,1,1,97836,0,50000,25000,0,0,0.5,0,780,1
1,93230,276,23,1,0,0,1,0,881800,0,881800,661350,0,1,0.75,0,8280,0
0,94401,48,1,1,0,1,0,1,339070,0,100000,50000,0,0,0.5,0,1440,1
1,93003,120,6,1,0,0,1,0,105000,0,105000,78750,0,0,0.75,1,3600,0
0,92804,1,3,1,0,3,1,1,20646,0,12500,6250,0,0,0.5,0,30,1
1,91910,277,4,1,0,0,1,1,640700,0,640700,480525,0,1,0.75,0,8310,1
0,92807,84,5,2,0,5,0,1,12550,0,10000,5000,1,0,0.5,0,2520,0
0,92104,65,1,1,1,1,0,1,110000,0,100000,50000,0,0,0.5,0,1950,1
1,94134,300,7,1,0,0,1,0,188000,0,200000,150000,0,1,0.75,0,9000,0
1,91710,300,4,1,0,4,1,1,230500,0,230500,172875,0,1,0.75,0,9000,0
1,96001,240,13,1,37,13,68060,2,389000,0,392000,392000,0,1,1,0,7200,0
1,92109,59,5,1,3,8,0,1,40808,0,20000,10000,0,0,0.5,0,1770,1
1,92037,84,1,2,0,1,0,1,50000,0,50000,25000,1,0,0.5,0,2520,0
1,92116,29,2,1,0,2,37481,1,115984,0,40000,20000,0,0,0.5,1,870,1
1,92083,84,1,1,0,1,1,1,18770,0,10000,5000,0,0,0.5,0,2520,0
1,91941,97,1,1,0,1,0,1,25000,0,25000,21250,0,0,0.85,0,2910,1
0,92592,54,4,1,0,4,0,1,127962,0,50000,25000,0,0,0.5,0,1620,1
1,92865,65,7,1,2,7,0,1,100000,0,100000,50000,0,0,0.5,0,1950,1
0,94607,48,3,1,0,3,0,1,38876,0,20000,10000,0,0,0.5,0,1440,1
0,91335,300,5,1,0,0,1,0,180000,0,180000,135000,0,1,0.75,0,9000,0
1,95014,84,2,1,0,2,0,1,25000,0,25000,12500,0,0,0.5,0,2520,0
1,92037,84,3,1,1,3,1,2,50000,0,50000,25000,0,0,0.5,0,2520,0
1,90404,75,5,1,0,5,1,2,54913,0,50000,25000,0,0,0.5,0,2250,1
1,90040,84,4,2,0,4,0,1,22500,0,15000,7500,1,0,0.5,0,2520,0
0,90401,84,10,1,0,0,1,0,50000,0,50000,25000,0,0,0.5,0,2520,0
1,93534,65,3,1,2,3,0,1,35000,0,35000,17500,0,0,0.5,0,1950,1
0,91340,300,4,1,2,0,1,0,688500,0,688500,516375,0,1,0.75,0,9000,0
0,92069,27,100,1,0,100,1,1,610000,0,610000,457500,0,0,0.75,1,810,1
1,94941,67,2,1,1,2,0,1,100000,0,100000,50000,0,0,0.5,0,2010,1
0,92108,32,4,1,1,5,1,1,77538,0,35000,17500,0,0,0.5,1,960,1
1,94070,70,1,1,1,1,0,1,15000,0,15000,7500,0,0,0.5,0,2100,1
0,90020,54,1,2,1,1,0,1,20000,0,20000,17000,1,0,0.85,0,1620,1
1,94070,46,2,1,0,2,1,1,29961,0,20000,10000,0,0,0.5,0,1380,1
1,95991,50,2,2,0,2,0,1,39274,0,20000,10000,1,0,0.5,0,1500,1
0,95630,51,2,2,0,2,0,1,109424,0,40000,20000,1,0,0.5,0,1530,1
1,93704,20,4,1,0,4,0,1,23489,0,10000,5000,0,0,0.5,1,600,1
1,90703,0,4,1,4,4,1,1,101056,0,50000,25000,0,0,0.5,0,0,1
1,90703,36,4,1,4,4,1,1,14649,0,10000,5000,0,0,0.5,0,1080,1
1,93274,240,1,2,15,0,43571,1,497000,0,497000,497000,1,1,1,0,7200,0
1,90020,47,1,1,1,1,0,1,15000,0,15000,12750,0,0,0.85,0,1410,1
1,94941,84,2,2,0,2,0,1,94049,0,50000,25000,1,0,0.5,0,2520,0
0,95762,59,1,2,0,1,0,1,35266,0,20000,10000,1,0,0.5,0,1770,1
0,92553,61,2,1,0,2,1,1,14950,0,10000,5000,0,0,0.5,0,1830,1
1,93247,58,1,1,0,1,0,1,19000,0,19000,9500,0,0,0.5,0,1740,1
1,91306,34,2,1,2,2,0,1,15000,0,15000,12750,0,0,0.85,0,1020,1
0,93257,99,2,1,2,2,0,1,67500,0,67500,57375,0,0,0.85,0,2970,1
0,93257,50,2,1,2,2,0,1,10000,0,10000,8500,0,0,0.85,0,1500,1
0,90222,57,2,1,0,2,0,1,89000,0,50000,25000,0,0,0.5,0,1710,1
1,94903,84,2,1,0,2,0,1,96367,0,30000,15000,0,0,0.5,0,2520,0
0,91204,84,9,2,0,9,0,1,87550,0,35000,17500,1,0,0.5,0,2520,0
1,91352,300,7,1,3,4,0,1,526000,0,526000,394500,0,1,0.75,0,9000,0
1,93021,93,0,2,1,1,0,1,193200,0,193200,144900,1,0,0.75,0,2790,1
0,94107,4,3,1,0,3,1,1,52508,0,25000,12500,0,0,0.5,0,120,1
0,90240,53,4,1,3,7,0,1,163743,0,50000,25000,0,0,0.5,0,1590,1
1,92660,43,6,1,0,6,0,1,81750,0,35000,17500,0,0,0.5,0,1290,1
1,92625,60,2,1,0,2,0,1,100000,0,100000,50000,0,0,0.5,0,1800,1
0,95138,60,2,2,0,2,0,1,19300,0,19300,9650,1,0,0.5,0,1800,0
0,91941,64,5,2,0,5,0,1,65000,0,50000,25000,1,0,0.5,0,1920,1
0,93940,84,1,1,0,1,0,1,50000,0,50000,25000,0,0,0.5,0,2520,0
0,91360,69,1,1,3,1,0,1,10000,0,10000,8500,0,0,0.85,0,2070,1
1,90504,44,2,1,0,2,0,1,82500,0,82500,41250,0,0,0.5,0,1320,1
0,90620,73,25,1,0,25,1,1,20000,0,20000,10000,0,0,0.5,0,2190,1
0,91941,65,1,1,0,1,0,1,101173,0,50000,25000,0,0,0.5,0,1950,1
1,92404,60,2,1,2,2,1,1,100000,0,100000,50000,0,0,0.5,0,1800,0
1,92860,62,6,1,0,6,0,1,55000,0,35000,17500,0,0,0.5,0,1860,1
0,95008,63,2,1,0,2,0,1,22543,0,20000,10000,0,0,0.5,0,1890,1
0,90807,59,4,1,0,4,0,1,83323,0,82500,41250,0,0,0.5,0,1770,1
1,95014,84,2,1,0,2,1,2,70460,0,25000,12500,0,0,0.5,0,2520,0
0,92505,57,1,1,0,1,0,1,69000,0,35000,17500,0,0,0.5,0,1710,1
0,90808,49,1,1,0,1,0,1,100000,0,100000,50000,0,0,0.5,0,1470,1
1,93003,84,16,1,0,16,0,1,37500,0,25000,12500,0,0,0.5,0,2520,0
0,93638,275,16,1,5,16,68905,2,240000,0,240000,180000,0,1,0.75,0,8250,1
1,93638,88,16,1,5,16,68905,2,160000,0,160000,120000,0,0,0.75,0,2640,1
0,94107,240,50,1,15,0,1,1,341000,0,341000,341000,0,1,1,0,7200,0
1,93638,273,16,1,5,16,68905,2,120000,0,120000,90000,0,1,0.75,0,8190,1
1,94954,69,2,1,0,2,0,1,100000,0,50000,25000,0,0,0.5,0,2070,1
0,91324,60,2,1,0,2,1,1,104000,0,104000,41600,0,0,0.4,0,1800,0
1,94301,26,1,1,5,6,0,1,55000,0,75000,37500,0,0,0.5,1,780,1
1,94116,84,1,2,1,0,0,1,10000,0,10000,8500,1,0,0.85,0,2520,0
1,95757,35,1,1,0,1,0,1,17924,0,12000,6000,0,0,0.5,0,1050,1
0,92024,45,1,1,2,1,0,1,77149,0,25000,12500,0,0,0.5,0,1350,1
1,95816,240,16,1,15,0,1,1,580000,0,580000,580000,0,1,1,0,7200,0
0,94506,60,2,1,1,2,0,1,78000,0,50000,25000,0,0,0.5,0,1800,1
0,95111,84,3,2,0,3,0,1,5000,0,5000,2500,1,0,0.5,0,2520,0
0,91101,111,6,2,0,6,0,1,35331,0,35000,17500,1,0,0.5,0,3330,0
1,93612,84,7,1,0,0,1,0,30000,0,30000,24000,0,0,0.8,0,2520,0
0,95620,62,2,1,0,2,0,1,59764,0,50000,25000,0,0,0.5,0,1860,1
1,90706,268,14,1,0,14,0,1,481500,0,481500,361125,0,1,0.75,0,8040,1
0,91344,68,1,1,0,1,0,1,50000,0,50000,25000,0,0,0.5,0,2040,1
1,90069,84,12,1,0,12,0,1,47000,0,35000,17500,0,0,0.5,0,2520,0
1,94521,63,2,1,0,2,0,1,49546,0,45000,22500,0,0,0.5,0,1890,1
1,93706,120,5,1,0,0,1,0,300000,0,300000,225000,0,0,0.75,1,3600,0
1,91106,48,1,1,0,1,1,2,74093,0,25000,12500,0,0,0.5,0,1440,1
0,90020,12,2,1,0,0,1,0,25000,0,25000,12500,0,0,0.5,0,360,1
1,93710,84,4,1,1,4,0,1,30000,0,20000,10000,0,0,0.5,0,2520,0
1,92891,120,2,2,1,2,0,1,300000,0,300000,225000,1,0,0.75,0,3600,0
1,92821,59,15,1,0,15,0,1,50000,0,50000,25000,0,0,0.5,0,1770,1
0,92116,300,1,1,0,0,1,0,134000,0,134000,100500,0,1,0.75,0,9000,0
1,96161,55,5,1,1,5,0,1,100000,0,100000,50000,0,0,0.5,0,1650,1
0,91709,84,1,1,1,1,0,1,25000,0,25000,21250,0,0,0.85,0,2520,0
0,92656,84,4,2,0,4,1,1,60401,0,25000,12500,1,0,0.5,0,2520,0
0,95116,62,16,1,0,16,0,1,15000,0,15000,7500,0,0,0.5,0,1860,1
1,90044,84,1,1,0,1,0,1,20500,0,15000,7500,0,0,0.5,0,2520,0
0,94531,240,15,1,5,0,1,1,286000,0,286000,286000,0,1,1,0,7200,0
0,91792,61,2,1,0,2,0,1,16972,0,12000,6000,0,0,0.5,0,1830,1
1,90066,120,2,1,0,0,1,0,100000,0,100000,80000,0,0,0.8,1,3600,0
1,93105,55,2,2,0,2,0,1,22000,0,12000,6000,1,0,0.5,0,1650,1
0,95834,240,5,2,30,0,1,1,165000,0,165000,165000,1,1,1,0,7200,0
1,92656,61,1,2,0,1,0,1,38000,0,35000,17500,1,0,0.5,0,1830,1
0,95138,240,7,1,4,0,1,1,724000,0,724000,724000,0,1,1,0,7200,0
1,91776,84,25,1,0,0,1,0,32900,0,32900,16450,0,0,0.5,0,2520,0
1,90277,101,3,1,2,3,0,1,200000,0,200000,150000,0,0,0.75,0,3030,1
1,90605,30,1,1,0,1,0,1,24796,0,10000,5000,0,0,0.5,0,900,1
1,90808,49,3,1,2,5,1,1,14994,0,10000,5000,0,0,0.5,0,1470,1
1,90036,43,7,1,0,7,0,1,40000,0,20000,10000,0,0,0.5,0,1290,1
1,94086,84,2,1,1,2,0,1,100000,0,100000,50000,0,0,0.5,0,2520,0
0,94536,37,1,1,0,1,1,1,95209,0,50000,25000,0,0,0.5,0,1110,1
0,90068,240,5,1,5,0,1,1,371000,0,371000,371000,0,1,1,0,7200,0
0,95351,63,12,1,2,14,0,1,85125,0,50000,25000,0,0,0.5,0,1890,1
1,92632,276,3,1,0,0,1,0,970000,0,1050000,749994,0,1,0.71428,0,8280,0
0,94110,32,2,1,0,2,0,1,49700,0,25000,12500,0,0,0.5,0,960,1
1,95138,240,7,1,2,0,1,1,598000,0,598000,598000,0,1,1,0,7200,0
0,90502,35,3,1,1,3,0,1,116738,0,50000,25000,0,0,0.5,0,1050,1
1,92408,240,7,1,7,0,1,1,1003000,0,1003000,1003000,0,1,1,0,7200,0
0,94560,257,2,1,0,2,1,1,676500,0,716300,537225,0,1,0.75,0,7710,1
0,92253,51,1,1,0,0,1,1,14002,0,5000,2500,0,0,0.5,0,1530,1
0,91367,68,20,1,50,20,0,1,100000,0,100000,50000,0,0,0.5,0,2040,1
0,92019,240,1,1,26,0,1,1,1836000,0,1836000,1836000,0,1,1,0,7200,0
1,91104,240,6,2,8,6,1,1,1386000,0,1386000,1386000,1,1,1,0,7200,0
1,91405,300,4,1,1,3,0,1,1329000,0,1329000,996750,0,1,0.75,0,9000,0
1,91405,300,4,1,1,3,0,1,120000,0,120000,90000,0,1,0.75,0,9000,0
1,91910,83,2,1,1,2,0,1,25000,0,25000,21250,0,0,0.85,0,2490,1
0,91910,68,5,1,0,5,0,1,57000,0,50000,25000,0,0,0.5,0,2040,1
1,92114,82,1,2,0,1,0,1,25000,0,25000,21250,1,0,0.85,0,2460,1
0,95111,240,140,1,45,0,68060,1,764000,0,893000,893000,0,1,1,0,7200,0
0,95120,84,2,1,0,2,0,1,73750,0,35000,17500,0,0,0.5,0,2520,0
0,95161,43,4,1,0,4,0,1,35000,0,35000,17500,0,0,0.5,0,1290,1
1,92647,69,3,1,0,3,0,1,55000,0,55000,27500,0,0,0.5,0,2070,1
1,90501,60,1,2,1,1,0,1,149800,0,149800,127330,1,0,0.85,0,1800,1
1,95648,72,2,1,0,2,0,1,47000,0,35000,17500,0,0,0.5,0,2160,1
1,95501,84,1,1,0,1,0,2,52808,0,20000,10000,0,0,0.5,0,2520,0
1,94510,84,1,1,0,1,0,1,125347,0,50000,25000,0,0,0.5,0,2520,0
0,92606,36,6,1,3,9,1,1,150000,0,150000,75000,0,0,0.5,0,1080,0
0,95403,71,1,1,1,1,0,1,25000,0,25000,12500,0,0,0.5,0,2130,1
1,92612,72,2,1,0,2,1,2,101508,0,50000,25000,0,0,0.5,0,2160,1
1,90746,38,8,1,0,8,1,2,118150,0,45000,22500,0,0,0.5,0,1140,1
1,91601,84,5,1,9,5,1,1,170000,0,170000,127500,0,0,0.75,0,2520,0
1,93921,84,1,1,0,1,0,1,30000,0,25000,12500,0,0,0.5,0,2520,0
1,92108,70,10,1,1,10,0,1,100390,0,50000,25000,0,0,0.5,0,2100,1
0,92543,74,1,2,0,4,0,2,493800,0,493800,370350,1,0,0.75,0,2220,1
0,92021,84,5,1,1,6,1,1,129783,0,35000,17500,0,0,0.5,0,2520,0
0,92701,243,11,1,7,4,1,1,882000,0,882000,661500,0,1,0.75,0,7290,1
1,90292,61,5,2,0,5,0,1,25000,0,25000,12500,1,0,0.5,0,1830,1
1,94568,68,1,1,0,1,0,1,10000,0,10000,5000,0,0,0.5,0,2040,1
0,95382,84,1,2,0,1,0,1,5000,0,5000,2500,1,0,0.5,0,2520,0
1,92557,84,4,2,0,4,0,1,8500,0,4500,2250,1,0,0.5,0,2520,0
1,95641,31,1,2,0,1,0,2,11987,0,8000,4000,1,0,0.5,0,930,1
0,93638,289,5,1,2,5,68905,1,1480000,0,1493000,1119750,0,1,0.75,0,8670,1
1,91764,55,9,1,0,9,0,1,67328,0,50000,25000,0,0,0.5,0,1650,1
1,92344,68,3,1,0,3,0,1,72676,0,50000,25000,0,0,0.5,0,2040,1
0,90007,59,6,1,3,6,1,1,109495,0,100000,50000,0,0,0.5,0,1770,1
1,91706,74,13,1,3,13,0,1,35000,0,35000,17500,0,0,0.5,0,2220,1
0,90254,55,7,1,0,7,1,1,55550,0,50000,25000,0,0,0.5,0,1650,1
0,94560,84,2,1,0,2,0,1,50000,0,50000,25000,0,0,0.5,0,2520,0
1,93638,297,15,1,0,0,1,2,271900,0,271900,203925,0,1,0.75,0,8910,1
0,90680,23,3,1,0,3,0,1,45776,0,20000,10000,0,0,0.5,1,690,1
1,92660,51,1,1,0,1,0,1,135269,0,50000,25000,0,0,0.5,0,1530,1
0,91316,64,56,1,0,56,0,1,35000,0,35000,17500,0,0,0.5,0,1920,1
1,95377,71,3,1,0,3,0,1,30000,0,30000,15000,0,0,0.5,0,2130,1
1,95650,84,3,2,0,3,0,1,5000,0,5000,2500,1,0,0.5,0,2520,0
0,92109,287,6,1,0,6,1,1,658000,0,658000,493500,0,1,0.75,0,8610,1
0,93458,84,1,1,0,1,0,1,15382,0,8000,4000,0,0,0.5,0,2520,0
1,92116,84,4,1,0,4,0,1,50000,0,50000,25000,0,0,0.5,0,2520,0
0,92109,287,6,1,0,6,1,1,85000,0,120500,90375,0,1,0.75,0,8610,1
1,90010,58,7,1,0,7,1,2,64696,0,50000,25000,0,0,0.5,0,1740,1
0,90057,40,0,2,0,0,0,1,15000,0,15000,12750,1,0,0.85,0,1200,0
0,95765,63,1,2,0,1,0,1,11000,0,6000,3000,1,0,0.5,0,1890,1
0,92592,84,1,2,0,1,1,1,20100,0,10000,5000,1,0,0.5,0,2520,0
0,94597,98,2,2,2,2,28233,1,251000,0,251000,188250,1,0,0.75,0,2940,1
0,90660,120,8,1,0,8,1,1,300000,0,300000,225000,0,0,0.75,0,3600,0
1,92562,240,18,1,4,0,1,1,146000,0,180000,180000,0,1,1,0,7200,0
1,94104,84,3,1,1,4,0,1,93800,0,25000,12500,0,0,0.5,0,2520,0
1,90211,19,1,1,0,1,0,1,32321,0,15000,7500,0,0,0.5,1,570,1
1,92685,68,1,1,0,1,0,1,30000,0,30000,15000,0,0,0.5,0,2040,1
0,95610,59,2,2,0,2,0,1,52500,0,35000,17500,1,0,0.5,0,1770,1
0,90831,45,6,1,0,6,0,1,51500,0,35000,17500,0,0,0.5,0,1350,1
0,90005,108,3,1,0,0,1,0,76000,0,76000,60800,0,0,0.8,0,3240,0
1,95023,84,1,1,0,1,0,1,58372,0,30000,15000,0,0,0.5,0,2520,0
0,94547,275,2,1,0,2,1,1,612000,0,612000,459000,0,1,0.75,0,8250,1
0,90045,64,15,1,2,15,0,1,14500,0,10000,5000,0,0,0.5,0,1920,1
1,93551,45,20,1,20,40,0,1,227232,0,90000,45000,0,0,0.5,0,1350,1
0,92123,240,36,1,4,36,1,1,804000,0,804000,804000,0,1,1,0,7200,0
1,94117,36,2,1,0,2,0,1,15000,0,15000,12750,0,0,0.85,0,1080,1
1,91913,90,2,1,0,2,0,1,25000,0,25000,21250,0,0,0.85,0,2700,1
0,95630,291,1,1,0,1,1,1,540000,0,540000,405000,0,1,0.75,0,8730,1
1,94114,84,5,1,0,5,1,0,326000,0,326000,244500,0,0,0.75,0,2520,0
0,93410,288,3,1,2,5,1,1,534200,0,534200,400650,0,1,0.75,0,8640,0
1,94590,47,6,1,0,6,0,1,75015,0,30000,15000,0,0,0.5,0,1410,1
1,92831,93,2,1,0,2,0,1,200000,0,200000,100000,0,0,0.5,0,2790,1
0,92553,71,10,2,0,10,0,1,35000,0,35000,17500,1,0,0.5,0,2130,1
0,90015,120,0,2,11,11,69149,1,350000,0,350000,262500,1,0,0.75,0,3600,0
1,91722,60,5,1,0,5,1,1,80000,0,80000,40000,0,0,0.5,0,1800,0
1,91344,56,2,1,0,2,1,1,34307,0,25000,12500,0,0,0.5,0,1680,1
0,93401,12,2,2,2,4,1,2,43550,0,25000,12500,1,0,0.5,0,360,0
0,91744,48,8,1,0,8,0,1,72150,0,35000,17500,0,0,0.5,0,1440,1
1,94030,69,6,1,0,6,0,1,35000,0,35000,17500,0,0,0.5,0,2070,1
0,90807,240,10,1,7,10,1,1,234000,0,234000,234000,0,1,1,0,7200,0
0,94947,58,1,1,0,1,0,1,41711,0,20000,10000,0,0,0.5,0,1740,1
1,90703,70,9,1,1,9,0,1,65000,0,40000,20000,0,0,0.5,0,2100,1
1,91402,63,3,1,0,3,1,2,102088,0,50000,25000,0,0,0.5,0,1890,1
1,91406,65,3,1,0,3,1,1,50000,0,50000,25000,0,0,0.5,0,1950,1
1,90266,59,4,1,0,4,0,1,80000,0,50000,25000,0,0,0.5,0,1770,1
0,92860,69,2,1,0,2,0,1,25000,0,25000,12500,0,0,0.5,0,2070,1
0,91355,72,9,1,0,9,1,1,49190,0,25000,12500,0,0,0.5,0,2160,0
1,90065,84,24,1,0,24,0,1,385024,0,150000,75000,0,0,0.5,0,2520,0
0,95377,240,65,1,35,65,1,1,1620000,0,1620000,1620000,0,1,1,0,7200,0
0,90230,59,8,1,4,8,1,2,158329,0,50000,25000,0,0,0.5,0,1770,1
1,95131,63,10,1,0,10,0,1,70000,0,50000,25000,0,0,0.5,0,1890,1
0,91744,48,2,1,1,3,0,1,64391,0,30000,15000,0,0,0.5,0,1440,1
1,95035,69,10,1,0,10,0,1,189000,0,100000,50000,0,0,0.5,0,2070,1
0,94118,240,2,1,2,0,1,1,883000,0,883000,883000,0,1,1,0,7200,0
1,95125,240,7,1,20,0,1,1,848000,0,848000,848000,0,1,1,0,7200,0
0,91729,51,6,1,0,6,1,2,63780,0,30000,15000,0,0,0.5,0,1530,1
1,95823,235,1,1,0,1,1,1,1060000,0,1060000,795000,0,0,0.75,0,7050,1
